,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence,cluster,song.0,song.1,song.2,song.3,song.4,song.5,song.6,song.7,song.8,song.9
582,2uJwGoHVPStmWV7iTKEhcn,0.0793,0.519,0.872,0,0.111,0.168282077,1,0.0616,0.865457676,0.74,2,6YnzuikUWRlZbWr2jzMX6h,7Hs4BDVWvKvKzfr5A0pI9K,0JpxNq2SYwPt2uSqdcSvyQ,2TfSHkHiFO4gRztVIkggkE,0Knc89pMAsIZbK8tor7i93,5aUG1uGIUyehIJhT9ZgHU2,6wmX0tZ4Dkzg32z1k9x4Y5,1ZB2qWsheGabSEYvBYxjKn,2oPCR02nduYVpj7CTfsA0d,5ecQ5IpXRvNgnsAuw40dOq
583,7vpvMspRgoeBTxOwP44a1Q,0.523,0.761,0.293,0.721,0.124,1,1,0.0452,0.692385377,0.601,2,6EErYXgsGBMkwpITHuKuCI,2TUdxbIF3rpY887d8m0ZGV,2XlP76bUQxMHlfMlH6sRRT,53iFMaNUXn6Oj8hUIKSO5a,3uSwz1gv799BQhkqgIgfSz,66ddt3E6KGEpRhJVchDnz3,5uDXc5GPqjZYINRwhogacO,7mrEpwmQJ7qK1ik7ZjjcdD,2z2wRgcKOSDCSdL6jwjDCW,2NvmyE3zwZuJCMyAH4pnyd
584,2tDKzVSCR247hCBUm1sL7e,0.166,0.509,0.543,0,0.0985,0.37543878,1,0.0253,0.379865539,0.443,2,4zxBtj8UaieYXPe2JoQETa,2hKdd3qO7cWr2Jo0Bcs0MA,4825x6Yy20mNZ4Ll5XyA9g,1c1SUqeJEYjA3dZVglThmW,7jmu6smJmTbwuos76ncNZ8,42fw0rxRO2xbesF6mJfd4Y,7Il2yWQmsqKgSkLQvHTPUI,15kQGEy89K8deJcZVFEn0N,4NBTZtAt1F13VvlSKe6KTl,7IRlJSWcXNlEFj2e1GKzlq
585,4JWQC6gyYoPRnxRxk0ta2M,0.0299,0.631,0.715,0,0.121,0.318698591,0,0.0277,0.653191755,0.42,1,7B05516SDZK9hsqde0yauO,04lgIr8IKMLOGDU8CkdC2M,1DtyyKcLBsBoHkbyXd6wzL,04DysC7XwYiKJqYwGM8mkU,04QZdz4g1qoDlPscXVXS1I,0Mn3amMRMoabaoTf1Publ4,0yChzgxfOGJvl8dtrI4Imu,04EDShdWyBr2aJPqjFjKAQ,2dCcDpm6O6ocomusl5ao6p,0CALOqrkXAE7WB2nyIATLk
586,0c99BUd87HQfzgUUQqRyds,0.926,0.397,0.249,0,0.115,0.549274375,1,0.0394,0.382866376,0.329,2,53Wsf11ElpPr1WAGtRQlcx,1o0yFkUycTAWIIWFOlhDcV,3eVuglKxN2sjoIGHAsFAge,4xS668naxBsOnHed4VYORc,21xRlfE6OjTAFQ4wd9u8IU,4QetDjppwhTLtqPQxXmgM9,51HjX1fKoPEebknd2Sas3f,7ocpW0qgXkvsc2OhKCDc0q,6GL1MiIvlrAm3hTvHzQJLl,75MKHk9JSlu8MOixmQ982v
587,2djdCbLj1pzRmrDNe7PkW2,0.193,0.579,0.904,0,0.064,0.142976895,1,0.0618,0.394408056,0.681,2,1rqqCSm0Qe4I9rUvWncaom,2n4NuEy3SwINzOyKJ7IUne,1mT47pKLXUwPYGwB91GcNz,5HwnezK198pJCEj1l2Adjy,4Vxu50qVrQcycjRyJQaZLC,2dpaYNEQHiRxtZbfNsse99,3TS6WSoEzfaONkGrZH1KKb,0uSGTaHms9ceAxb7L6VLrU,1EJsnnM8Mc4jzUfXOQ67hr,2ZMI0QNoqU9fQZFirR9WpK
588,1TPLsNVlofwX1txcE9gZZF,0.853,0.51,0.363,0,0.109,0.452402159,1,0.0304,0.375104596,0.426,2,4g1NXho7CDYnWzwvQISprj,1o0yFkUycTAWIIWFOlhDcV,5ClDPw47BORurTM0yTwuS7,6cWpGXt8X3WqHYnnDeNiKV,5IhW2BNoI6RWC1YX0Qx9xp,6MLHg35rlksBc5OBcdZvJi,0c99BUd87HQfzgUUQqRyds,1K3LRUEcUz5FMtPYyg0F45,0RGRiqQSmeflIeWBgf4u5a,2rxQMGVafnNaRaXlRMWPde
589,7pBrj5rt4SSxXwFKOyZfHR,0.23,0.688,0.582,0.000157,0.0663,0.558914444,0,0.0542,0.41110502,0.872,1,30QNbMNYxPL78w2jLZdRdv,69ukXp6cqfg0Ggb19VxvNu,4sNWVoHy3sxwNCTOLxmbbE,0nXyCNdS6fkZNP11DwGq1i,3FdsBa4h5VcDDKuEiEoMzL,3H3uzC93i5XXChUev0wHI8,2Gl0FzuLxflY6nPifJp5Dr,63vL5oxWrlvaJ0ayNaQnbX,5OZWMzv3qSpxhyodm3IPou,1YC7llsHtz0ScDtiLEVHZG
590,37mcGhHVQOGJS9HkCLzbJc,0.515,0.471,0.567,0.0176,0.0935,0.360402368,0,0.0368,0.394456146,0.401,1,1s4qFkjt8oEAZ9y83BCeqy,4Sj8JZ9zZfl8HaOav5yTVq,5tz69p7tJuGPeMGwNTxYuV,2bcUvmxgEMfZD8QcEnZn7G,5MhVzofPgq6B3Js8JFRa3H,2XBvXFYUV0x7zJkQP78igd,7ENPqnchJkRCBfvvZH60uc,7jmFU6rB0UoSl1xsC1xEh3,3ncHgWHfco3gHe4BMoowcQ,5GT8b1dFaOWFF5twsmSOYx
591,01LXrAtadc5KLDmINlg1yt,0.495,0.56,0.295,0.000183,0.126,0.658772987,1,0.0269,0.662357773,0.19,2,0Fbyu0CzsClu9N00gGwAmi,3SO5iPrvbgXz2XUwjOExDs,4YutJsNwBBInE8vemufpQ8,5vjLSffimiIP26QG5WcN2K,3oJWTN5wZcXr40qNX3wPZ8,7wC5eZcFS1Q1BsQ35DU6H4,7mLIL4OdNdwFcGNlTcWa0c,2wHA4yJKT8TJhGz20QxUqX,2TVxnKdb3tqe1nhQWwwZCO,3Wd3mAficthmcUcCICvwSG
592,4FlYcJnfkeBpowEHJ72Bmt,0.298,0.541,0.608,0,0.234,0.685440352,1,0.106,0.827115253,0.938,2,4zvHZWOGyL7WcmqHOgtGCW,4igKl8YqB7HsDP9ZKJbUEy,5q1CMrZQ9LIjjzOoYlz0Fo,6JlkhXazxnWYKhKkm4a74M,32IpXBKVD4ED5jIy9o9Uvs,5IMtdHjJ1OtkxbGe4zfUxQ,2yQZwi1P8AkkxxFhQ8rMEK,0y4CZzUZKjays43Cw0AtRs,7eHNQH8gKPCcthPIJ4IMBT,4nS1sut0R2mgmFitKIShVe
593,2T64m94VBrsEISkAYq6Cnq,0.446,0.363,0.579,0.0127,0.264,0.551841568,1,0.0986,0.375258486,0.719,2,6Dhk2ZvhPG8HCY3qFU5A2l,1elnKQDjuN3au2uTjye8nK,03ZkvqZOANKndGXfAAPywG,6nozDLxeL0TE4MS9GqYU1v,2mCF8L0brIs88eH6Kf2h9p,4Vbz3VLZ4cbSK4zYuHCjBk,68bjO39GD3JEEL3qAu0bGC,7oAraczbemGSNWqnbkU87R,6mXRWXFzT0tXp2EYvkosqj,3B8TBGV0upObaUd9z4O9W8
594,2HNTf5dk2MLXr8cGrSYjcK,0.0187,0.541,0.702,0.0022,0.0788,0.360664327,1,0.0362,0.553086918,0.079,2,7vieczQAdtkYNqGW61TGyr,0Szx8eb4f6dcD1ymSkhUVi,0bbQBuQE016KNigjQ7cXPR,0Qh38w01QRXK6KHIv0e3hb,7BbtwLVN2ZRGXnMWnQN4LF,7xGfFoTpQ2E7fRF5lN10tr,0lYBSQXN6rCTvUZvg9S0lU,7xoUc6faLbCqZO6fQEYprd,6L6ra9mTlyQPmh7zGw58y1,79Mjfhh393dZdAsTvUFDR6
595,6bOFuQmZdmvre9pwOsuTzd,0.188,0.437,0.878,0,0.351,0.203070152,1,0.396,0.382193112,0.621,2,6eF5uKCQV2d0bhblAxLujV,6BvtitRX5lQC87YlA6rq0n,1akgiRM3mN2nxu2AX6ACCW,1m8WpLYXEiNVZchsWEcCSy,7COXchtUOMd6uIT6HvmRaI,2huH9q26JmfR0BzV4xKzny,2nHuAhUwIG29RYVD1zcUX2,1SflceB6gEUczFvowdYkaQ,5w6TVvv71F8px5cObg2xnx,7ciLq0Cip0yxiz6KANrOUq
596,0Qh38w01QRXK6KHIv0e3hb,0.0285,0.489,0.588,2.11E-06,0.0906,0.323623409,1,0.0507,0.546387935,0.187,2,7krbSH3rd8lhIZvuzTV3Bl,479acVfQ74icOy772hE1ba,6rjnRocdCULjLF61x2NR5e,31cahXEtbRJM5lzVjvgW21,0bbQBuQE016KNigjQ7cXPR,7BbtwLVN2ZRGXnMWnQN4LF,0F0vAwMKYkljxJdG9yaYsX,7vLIj2GVAeYrohv8p0JjF0,2HNTf5dk2MLXr8cGrSYjcK,0vvKoh6Vd70kRh9PufntKb
597,1m3u1TiftjNA1zx0tm1ehj,5.77E-05,0.514,0.547,0.000569,0.511,0.343270289,0,0.0244,0.480893711,0.399,1,7pSn2j9BhIWMqmKDfhkbTQ,497l7A8s1mEyDPl9zOYkST,41KjSO9LbkGxOAE5ZZ9EWE,3wk0wpKHxdPDQvkHkxqNix,3AeemxsZeLT9GXZJZlPc1U,4dVhtd1j9efsN4izpmy4q3,23OXdR7YuUBVWh5hSnYJau,3mD8rKs6rtOO3RUwNTIweI,5LKXxwgll43fxe1lPF7sze,36phXHOKx8rO7CMp2vNX4x
598,5P40YyCrdZRsoj2vTbSyVI,0.0661,0.533,0.61,0,0.225,0.368680254,1,0.108,0.982523973,0.734,2,7v3MkCal9v1Bw0N31X33qA,7nDYw1nNAW4dAqgmW2W3tq,4za2QYGfHlYml23pChrpXO,0j7pdNXDzEVQST5Zcoh5xo,2HaYSyjZmqhFVviYOakAth,6eKhWSDPM9cDicwsBCvUwB,4zvHZWOGyL7WcmqHOgtGCW,6guTWjJ5Eohg3N4JI2y1q4,1mJMD1VIQ7jWTP9DK2zmY0,3T4UodGkfZObJ43RtA5KFU
599,1nufXiTCTTAeJfO9hLHvO8,0.0113,0.55,0.899,9.65E-05,0.137,0.172054278,0,0.0458,0.605216839,0.408,1,2APqyT9SjmtQLo1mpGNitN,3Iee2uf8UXOrOupQzfs1z5,2V65y3PX4DkRhy1djlxd9p,3yHTTHbT058Ow0favhZO38,2SClPoLfPJmwrr3EyfgRTS,4Tvw0lweq9l2JPQKFbpbBQ,1Y7V7f9mHWm5RDA6BfaQOm,6viaOSezCxDApUQlIc8mhA,2mVFo8BJ6ZPh82QAOpCUbT,1wPRqq1czM3ny6189e56mq
600,4vmgP10TH0YYqJkzr8yLW0,0.0103,0.632,0.586,2.07E-05,0.0624,0.146487138,1,0.0443,0.527036385,0.509,2,1CnPYaKxTVb4LWOtiGOm0m,3GCdLUSnKSMJhs4Tj6CV3s,3rGj4Gp2rtUwW3ysynrmWf,5BvP31Kxf5R5WIuwbcQDDT,34oB5r0lcN3fYWCs2uA1k5,51PIvodunv6NmX5250zxAh,6AvfZXpbb6r35DfF7gHPRq,6BFSpfwe003HLps1y1DA7k,38Zr5Q5O5o6CYaioIRHSqL,6LKYeyLt4G4SlZ6OJwFhVS
601,0t0iKwFCgraW8jt8JHj5O8,0.0136,0.523,0.828,0.000255,0.165,0.24603133,1,0.0762,0.466245395,0.476,2,6Q6pcWl4SZmI5G21PIhKUG,7ELW8QMNYkoxWskwXMD3WW,1JG8pJ7G8qJiy98DzCBL2E,1Yi8XPnCPoimWwqxwm3uz9,1hIupFeRu3nmMcjbjxPnMc,54K7AZoGpQklpygKrxZlKN,1jZhF1p0fLaVZHAyfjkumE,7d06uajfr1DZUeKVCaE9BS,0prNGof3XqfTvNDxHonvdK,1f6xYh2HSx8ttCjl4Pckep
602,3uQPPDnIaWxUH0W8xefsAw,0.0106,0.283,0.655,1.05E-06,0.0787,0.311940064,0,0.0699,0.403372094,0.124,1,4NSB3UIDzTWQPey61sRkRk,7MmnLaftYzin7boRbplKdA,7bapHwsA6RNApdyMLjFkSF,6zmANU5l4qCHQrI5cZhSS2,6xeCQCtG0VVzV69qTiUg21,4TPBJcZQVlMbXCSh3Z8McZ,52EB2Gk1nkxZmbomJOXUde,4rwqrKdwlFWJ6LvPYaOtgn,7LaMuXjc7RsSmfELSU5TXV,0z8u1VqXUYPBMIoF91JIWE
603,3GIIv6Eo0WSuM9Bxx5DTdR,0.931,0.451,0.222,0.00599,0.0908,0.857861372,1,0.0314,0.638995489,0.381,2,4XLSdphp0tS5Qp6Lu0DUUm,3UCOHhnYLVw2ODokTTtaka,2NsW7nEPsgmqUqEO7GJ83F,77enz5hl8RicxrbPB56VXQ,6SYoRoUpmoNExhrZdfbmU4,51xRMJFRBrW9C1RI1qW4S0,6Rk9OCPLRprxsMmYgnU1UF,7sDzAu7alAL1hWvL86tSGB,3pHVD1RPOdYqojjFE9TUDA,21xRlfE6OjTAFQ4wd9u8IU
604,69vToJ9BMbbLlFZo7k7A7B,0.918,0.331,0.235,0,0.137,0.403415938,1,0.0299,0.823460388,0.218,2,6EelrDeZGS0Z81NhXevtrJ,3QlF2ExmrRP0RM7ffv7y0Q,0JEhzXDgrRJmZFGqQ4U2ME,5oMtvzcfijl5jGFWZLOPjK,1obcO5plIza6FtGmMD9ceN,1GIBQJItFW5tFPrilr6M6o,3pDHW8LsKjbX6nVSbs8uGU,0STK94RxUulYqWzwFlyAb5,5WO1gmX6aI6kToQggDkolN,0UlguQTHxZSh4NKDMpQATl
605,1pbyc2rbpwxZjCbKC2X7UV,0.00364,0.618,0.834,0.000181,0.0593,0.193430083,0,0.0566,0.654187225,0.755,1,2xmdT9vylywDVk2rXMteC6,2Zj4FUsMtu9PMuJsHbGbdv,61duk78NU13GtX2ACpeF8L,4M8x1TR36VMQMFMbGCdoyA,6pfvfeG3cm82Pu6GdXybF7,53K9AmBnFxW4cx09cz2CUt,5pT2YfSaNwYsBPbIuBb0PE,6RJ4x0nkKtUPNC5mOfiJYT,6JhJ3Qiw7sWE74MmSTbwkK,0Nk7bSn0MItonkR0GNs3mj
606,4cxacKRkXUaXwxwhD42Iqg,0.119,0.852,0.706,0.000352,0.128,0.285063132,1,0.053,0.557847861,0.743,2,3O4DdB07AoPwvy1fsIToiT,2FXBR8ehIPTGJTa5RRZqzn,6r05pfZigq7Arg25pi2vRm,39Qv03aCbWnguEMWzUDao2,1Sl4WkY1bLzNblPDWYFDc3,4wFHz9UQtuXUgbhy7cn8qk,508lUjbGcPrL0CfvHC7UvI,2nqwxzn7svkN30dVGbXdWf,5HeKOKc4phmLn8e4I7EkzD,059bcIhyc2SBwm6sw2AZzd
607,0CEIJwqzXmmWNKDV8NFw60,0.14,0.626,0.755,0.386,0.0938,0.549641117,0,0.0337,0.586740533,0.372,1,1rhyVsO0Kal10G0RnbqMbm,4SDeLyW1YUKuUn3xEU0MFD,6Dw7rNYiTWUXpcQHUHPwuw,3Yc3DI66pY5AVHmfgYQtZh,1E1uGhNdBe6Dddbgs2KqtZ,6zeeWid2sgw4lap2jV61PZ,05FVRJPZh0SKr2z1eCVmcl,6FzYhrPQqISyxCTttPfid1,2gtiPRRrYyeHrkuvDnDIR5,4T3fNx3CgwDRRYgmFCbD4J
608,79Mjfhh393dZdAsTvUFDR6,0.0218,0.541,0.703,0,0.0964,0.291978834,1,0.102,0.45617528,0.238,2,79Mjfhh393dZdAsTvUFDR6,4rpolA7XuAy3IR0zEO2n5G,4WCDbasKSCy6E2OozyqM9J,7xGfFoTpQ2E7fRF5lN10tr,15vzANxN8G9wWfwAJLLMCg,7krbSH3rd8lhIZvuzTV3Bl,0IZ5R6Om6SWXxJ5BD7MKUa,6I1HRAkeErdwrOJIfRrfIO,1rCcsYnmqbMYdkG7kS9GC5,0cDwUAF7yQrOLRcFfJpSc2
609,48uTvshOnvpT2Z4WsoxihS,0.00655,0.459,0.702,1.88E-05,0.11,0.484885,1,0.07,0.712511181,0.646,2,7dNDyDsDdN2X2n0cWIon5e,4NQfjhRD83Dk2bRAPjzFZd,2KVwlelhxKUy8LVV6JypH3,4247FwxHfmtIJgILhAKjaa,6RSNKGdv3nDTHqgw4bdzyF,6A9qKiKQysA4PyLe9KLh0V,4jF2slwHF7xdbOrzHci7xE,2QZ7WLBE8h2y1Y5Fb8RYbH,5jnZUl6PwWB0Maze4kDJfC,7iDa6hUg2VgEL1o1HjmfBn
610,1est72o2prNA80flC5ncoN,0.822,0.519,0.36,0,0.177,0.449258658,0,0.105,0.468496023,0.7,1,7xSrNwJAXtjyXbxbfwJzo4,77o0diCQA70xYZnOey5OeD,7dKwAcCco3sF1l6T4oIufU,4zDQS1OCghoOKkjw6hf2qT,13WO20hoD72L0J13WTQWlT,1sCqAU8UKMoRmcT7RdhtuP,41o2ydrj7Xm9Yt5odIBqq4,0an8pwAsISvMA9ZIbAmeW7,4OBZT9EnhYIV17t4pGw7ig,3XRDrBtoCJAMDQJgSzJ9WT
611,6TqoydI7ZJdRkwBgPYy7eb,0.000541,0.676,0.787,0,0.431,0.390475193,1,0.0308,0.673062681,0.499,2,4MflGTO2ZTcSQ12bWcyRgI,0bGLvHd0ApdT4t0shCfpzG,5N5k9nd479b1xpDZ4usjrg,1xHOhfFSFPzu1XT99RyjHK,5N4erncE7kuUccm7zEmwzk,1BevDaXPEDYfNFTcdu5rfp,4b4KcovePX8Ke2cLIQTLM0,1k18nxjYj8R5iz82Ap7GEY,3hQyytc08DLPP6vh7BX89p,2gOlrge3YTmYPwsCGgU62K
612,75MKHk9JSlu8MOixmQ982v,0.797,0.376,0.211,0,0.196,0.61114895,1,0.0364,0.455415452,0.228,2,3vIfL47nIbSQbhLCgcDfHD,1j8jHKgAQ7QD52Wd5uuLNZ,6MaknzNd585rY4P4pIyZiv,6Rk9OCPLRprxsMmYgnU1UF,071wmdZJxlDspBpKNtV0HL,4xS668naxBsOnHed4VYORc,3eVuglKxN2sjoIGHAsFAge,0c99BUd87HQfzgUUQqRyds,3uYH99gz6GynHDJkFCqtLO,47IAJLkYhZag79yvXmT6Lt
613,7fS708BKUj1zNyejmuZxDb,0.817,0.579,0.256,0,0.134,0.435165296,0,0.0384,0.528517567,0.258,1,0gakOwhuH8Xf7JuCgsXhDI,4KGG8SrkjwDuil5KAXF3qw,6jApoxmm4K0yhJlSBONwjz,1TEL6MlSSVLSdhOSddidlJ,28LrrolOGEPtpPqMRhfaZ0,7eEdZKfreDKafp0FuLKDET,1emAqEEKHGpdFx6H2YJTiG,48wSJ6NhMFYYB6LjdnPNjM,08Ovh180covBWO0CTnJhqz,7hDVYcQq6MxkdJGweuCtl9
614,7xGfFoTpQ2E7fRF5lN10tr,0.0126,0.564,0.719,0.000177,0.0536,0.2884162,1,0.0475,0.572385569,0.251,2,1rCcsYnmqbMYdkG7kS9GC5,1N7YeVU0ZwAFbOhwM61ef6,3jagdyevz4JnnIYsxEL70T,7pstxLUhvsJC3M4TxHe2aI,0vvKoh6Vd70kRh9PufntKb,79Mjfhh393dZdAsTvUFDR6,0IZ5R6Om6SWXxJ5BD7MKUa,0mDGNetRxywxqgiXFbagZh,2FuPPSFmGj4XIJepeHwz7D,0JNdS1n0ifOP25XvhwAMgM
615,1xkHYUMslytkzMxjuOPtrh,0.00375,0.645,0.606,0,0.0629,0.342851155,0,0.0498,0.423286301,0.708,1,3lPj2nA1lIrWIpbnhNG57v,4cKGldbhGJniI8BrB3K6tb,2nkhGTXnKCe1ZtttBZaeyx,3LSPZEp2fh6vsiVS5ewqME,5A6BJLZArq1MPjsnmcuk5f,3H3uzC93i5XXChUev0wHI8,0TNXILAGuF49nsIyylBACS,2VWlEE2TLPTUCHaISEYr98,5zWWXFYSFMO66hUXHfVITK,2Gl0FzuLxflY6nPifJp5Dr
616,7COXchtUOMd6uIT6HvmRaI,0.176,0.599,0.733,0,0.242,0.369780479,1,0.203,0.491536101,0.534,2,6kOMzR2AzmOxVK8QDVW8aD,2PuHj0tUOKud6fVKTZUXRO,4VbqIBiU5eoVlhfeWg0oGF,5hc71nKsUgtwQ3z52KEKQk,2uqLbKYdXc4F25g4l1FWye,4CnBuBzStNaCMuX6UlA7LB,2Pph0CUJ8uksCBzV6iyuQF,3I7krC8kr0gFR7P6vInR1I,514rhnksEwHUh6LxXsQ4Y9,6OIJcRL2yycLyIbzrwOUty
617,7r55d7IhAj5UGKiYbXBwRP,0.519,0.732,0.583,1.97E-05,0.108,0.354482108,1,0.125,0.48313472,0.277,2,5iRnQIh9VxMRp26OFFWH6z,7j1Q7Xx6Ozn5mUJfrqaSjp,1AJBNdi266U3cJkgxpHOlF,5i9A1n1s82jh53IGLldPG6,6Qs4SXO9dwPj5GKvVOv8Ki,0lnfjcwBcripJPtXuSu7d3,60Q0ZSKKBea7otGijFgrQI,1It1TxBK3xIQAB4xJkPevn,4RjpANxXIGwfKbn5srJBQq,0h9bwHojcS1hSBon4YKK81
618,5BCnoG4uUCyz58OOy1kFeQ,0.0302,0.442,0.843,0,0.0708,0.248860481,0,0.0427,0.471136182,0.493,1,1DqpFQJcBRkfTs6U6XlfIQ,2AaF78iCWISMWYog5RnSi5,6zT47fVadGsDGLnsS82r5P,7A0IJM6FR1HQphfdfN66pI,2Bs4jQEGMycglOfWPBqrVG,0rJzsc89WVFLnFEeksmOZO,7tSO7DrrYpiMXX3zM4b3oM,7zsXy7vlHdItvUSH8EwQss,1okBYMGQjaJ4Hzz1xZfA3N,2TYlNJNjw45KdmKr5Dh2mh
619,73Jdi1pXMmpo5LcsSXiFLO,0.053,0.544,0.759,5.87E-05,0.0992,0.236076911,1,0.0374,0.518913928,0.386,2,67H8U1DqJMTv9vCg7P95uR,2nGlRyaeE9JF4L4TyAf3uJ,7ELW8QMNYkoxWskwXMD3WW,0IZ5R6Om6SWXxJ5BD7MKUa,1hIupFeRu3nmMcjbjxPnMc,1Yi8XPnCPoimWwqxwm3uz9,0kwbhAzmXoEfv1XAccsLGh,0PDUDa38GO8lMxLCRc4lL1,3NLnwwAQbbFKcEcV8hDItk,2meEiZKWkiN28gITzFwQo5
620,0jtTDKt1FRTnKbWtWSGLoy,0.0741,0.908,0.625,0,0.182,0.236758003,1,0.19,0.490487732,0.613,2,1NHlyKgtR4roNylOhidKSv,794F99D5BQHS5ZGRXAs7I5,41Fflg7qHiVOD6dEPvsCzO,5pfJsMwoRYKampPay8amX0,4A3yBa4C3Zy6UAGxIyv1XD,1louJpMmzEicAn7lzDalPW,6r05pfZigq7Arg25pi2vRm,0OaunKfsxkgBvPv68jBbmm,43tgC5pTYJpc5D3C9HRwEg,6CDaYzCjahDKqFAIslpveh
621,6rrTr2HEAzlpC4KWZxF3S1,0.173,0.757,0.849,0,0.0878,0.179389113,0,0.0536,0.721528118,0.826,1,2v5JTeM6hSmi5wWy7jiwrI,6dg4jncA9hbthBGFVo2djw,1oLSje4Ot5qRUq8FqYeXOl,3OT3Kg4jyVkdZm4Ncz6JgX,04cd1MHVq1D8v1nuTZoCdv,0jIUiSTrJuDxjkf7ddAEYy,1Bhm5HNO1cq8olDbBmokyL,1zOHJT86hUWSoGWygL7qi9,5F51taSDqgSZhhEEBZAsQT,2Zj4FUsMtu9PMuJsHbGbdv
622,7MXVkk9YMctZqd1Srtv4MB,0.141,0.678,0.588,6.35E-06,0.137,0.367527637,1,0.276,0.894504237,0.486,2,4UbJwBykRsHnIFvE8Dp7H8,0DC7Zs2qvAbNK1owWQ4mlL,3SMvKWD9uGhSpG31pfqdRZ,7BzzSlAXNhbSq9uv3ZOmOs,2PjqwF7kqqazmlXcqUtdR0,5YAP8zpqj1eIX88makBjDe,6eKhWSDPM9cDicwsBCvUwB,7v3MkCal9v1Bw0N31X33qA,5zLs51Fr3XSUhZiWQMlxJu,0I6syWcqSUsZ3sXJEOIGsj
623,52iLDrSoRtf9lcgFuLVfqE,0.743,0.681,0.292,0,0.0974,0.502907738,1,0.0483,0.307787749,0.162,2,3kywzyEr7V106Un5cDyh12,5QRb3yGIL1AY9xoh0FGzGl,2VIPU72L6tIR4w8J8ap6Kp,6kNMg11e0ApnTmExdayfA1,2sksCUIpcWYO5imUxTonvd,7iM7I3dbNQGC5xkxJMWwrv,6QPqf4WqwZkxM68bGipzvP,7FC9taEfKHkJs3gQdxDvJ0,4OdxrfcLBUL8AJmWdbN7QO,0qos3ZEeCUXvEQ79LbzL2C
624,5hs8G87IGQq0Sz37oY9efX,0.966,0.637,0.0795,0,0.109,0.703987007,1,0.0315,0.476195285,0.213,2,7sDzAu7alAL1hWvL86tSGB,5dyihZecYMcEPq09Bk2OL2,2nTITKWWwWzJR5Cnk0YEXh,7ocpW0qgXkvsc2OhKCDc0q,4h0zU3O9R5xzuTmNO7dNDU,6Rk9OCPLRprxsMmYgnU1UF,6MaknzNd585rY4P4pIyZiv,6GL1MiIvlrAm3hTvHzQJLl,51xRMJFRBrW9C1RI1qW4S0,4QetDjppwhTLtqPQxXmgM9
625,7BzzSlAXNhbSq9uv3ZOmOs,0.0658,0.588,0.691,0.000206,0.0681,0.321527741,1,0.325,0.768762443,0.493,2,1Eck97uRMlprKOOJN9oO1E,2sHwSBNDZN2yjCtgwStYt1,5WvAo7DNuPRmk4APhdPzi8,7MXVkk9YMctZqd1Srtv4MB,3WVhkjB7Y4xFruqoCAajBb,5YAP8zpqj1eIX88makBjDe,7GdGBGwFMg21mY9kNpNKXI,0I6syWcqSUsZ3sXJEOIGsj,7v3MkCal9v1Bw0N31X33qA,0DC7Zs2qvAbNK1owWQ4mlL
626,6Hgh47WXVKtXN5zGOu0hjI,0.183,0.652,0.678,3.26E-05,0.106,0.323937759,1,0.0541,0.351006531,0.28,2,5esPpmrM2AsyDVgOKzWQwU,1Omt5bfz1tZUCqd26HxbS0,0dbp9YwlGEzXmxavRMgZ4T,4E5P1XyAFtrjpiIxkydly4,08nYf4Aihtg013sLE8sloU,2xmrfQpmS2iJExTlklLoAL,0BNNxZfJOS59Bip2dQGk2f,7wjprvfscpUNacftNovfQO,1LhMopPAallLeaeNutqbgS,1c1SUqeJEYjA3dZVglThmW
627,13WO20hoD72L0J13WTQWlT,0.75,0.445,0.396,1.71E-06,0.119,0.330172369,0,0.199,0.456478249,0.458,1,2GlATHCDbLW7xq5BE0Bz5g,4KGG8SrkjwDuil5KAXF3qw,2ZbvTTHaZIYu9XhnRO44mr,4OBZT9EnhYIV17t4pGw7ig,6DO29wBOfESk3C2sScpxZn,1est72o2prNA80flC5ncoN,4zDQS1OCghoOKkjw6hf2qT,77o0diCQA70xYZnOey5OeD,3jutzXVaFn7VJjPv7hOT2C,7eEdZKfreDKafp0FuLKDET
628,0ncp94ULTBgS0U3GZD80AC,0.573,0.735,0.43,0,0.111,0.499397496,1,0.0349,0.624895404,0.522,2,1iUImy2tasM9RmL5TPkSVz,38o5lj4mbLK34vQkJUlMrg,6tIsrRynd3eQB0a2c3SPyM,0j2WBxWZnWti5TpSxjJvPb,0BgbobvykXxEvxo2HhCuvM,3UY4s7F4Ard3T6vm7xcJxQ,34lwvWGfFQrYeeU38FkvxQ,6PRotAx0lUWP0bHBr6jm42,0ynF2svLpsCqkfcWwG03eo,6V1bu6o1Yo5ZXnsCJU8Ovk
629,1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,0.662,0,0.111,0.274480013,1,0.303,0.447350704,0.434,2,1eLSF6HfrRA0AsNmTkUlKx,0SuLAslEMFZAXf0SwY7syi,0prNGof3XqfTvNDxHonvdK,4z0sp8M4LFgMlKq3Ta0AwQ,2meEiZKWkiN28gITzFwQo5,3YQ96qkxiEwTLwgu2Izcmq,1CnPYaKxTVb4LWOtiGOm0m,4rpolA7XuAy3IR0zEO2n5G,4tVybkClyH0hjL8jzMq3sH,51rdCmgHBzg9HJ7eHjVRK9
